"Certified","Person","Date"
"2013-11-17",77,"2014-11-07"
"2013-11-17",77,"2015-01-08"
"2013-11-17",77,"2015-01-29"
"2013-11-17",77,"2015-03-23"
"2013-11-17",77,"2015-04-01"
"2013-11-17",77,"2015-06-15"
"2013-11-17",77,"2015-08-27"
"2013-11-17",77,"2015-11-11"
"2013-11-17",77,"2016-01-11"
"2013-11-17",77,"2016-01-13"
"2013-11-17",77,"2016-03-07"
"2013-11-17",77,"2016-04-12"
"2013-11-17",78,"2014-03-17"
"2013-11-17",78,"2014-04-29"
"2013-11-17",78,"2014-06-26"
"2013-11-17",78,"2014-07-24"
"2013-11-17",78,"2014-09-11"
"2013-11-17",78,"2015-01-27"
"2013-11-17",78,"2015-04-18"
"2013-11-17",78,"2016-02-22"
"2013-11-17",78,"2016-03-07"
"2013-11-17",79,"2013-04-04"
"2013-11-17",79,"2013-09-27"
"2013-11-17",79,"2013-10-24"
"2013-11-17",79,"2014-02-18"
"2013-11-17",79,"2014-05-19"
"2013-11-17",79,"2015-02-25"
"2013-11-17",80,"2014-01-18"
"2013-11-17",80,"2014-03-17"
"2013-11-17",80,"2014-12-16"
"2013-11-17",81,"2013-02-14"
"2013-11-17",81,"2013-11-25"
"2013-11-17",81,"2014-02-10"
"2013-11-17",81,"2014-03-18"
"2013-11-17",81,"2014-06-02"
"2013-11-17",81,"2014-07-30"
"2013-11-17",81,"2014-08-18"
"2013-11-17",81,"2014-09-15"
"2013-11-17",81,"2014-12-08"
"2013-11-17",81,"2015-02-16"
"2013-11-17",81,"2015-02-16"
"2013-11-17",81,"2015-02-16"
"2013-11-17",81,"2015-05-25"
"2013-11-17",81,"2015-07-13"
"2013-11-17",82,"2014-02-22"
"2013-11-17",82,"2014-03-17"
"2013-11-17",82,"2014-04-09"
"2013-11-17",82,"2014-06-25"
"2013-11-17",82,"2014-07-28"
"2013-11-17",82,"2015-01-05"
"2013-11-17",82,"2015-05-11"
"2013-11-17",82,"2015-06-03"
"2013-11-17",82,"2015-08-26"
"2013-11-17",82,"2015-12-07"
"2013-11-17",82,"2016-01-05"
"2013-11-17",82,"2016-01-14"
"2013-11-17",82,"2016-04-25"
"2013-11-17",83,"2015-01-10"
"2013-11-17",84,"2014-04-14"
"2013-11-17",85,"2014-03-17"
"2013-11-17",85,"2014-06-20"
"2013-11-17",85,"2014-10-11"
"2013-11-17",86,"2015-09-07"
"2013-11-17",86,"2016-02-17"
"2013-11-17",87,"2014-04-29"
"2013-11-17",87,"2014-07-23"
"2013-11-17",88,"2014-05-12"
"2013-11-17",88,"2014-08-18"
"2013-11-17",88,"2014-08-28"
"2013-11-17",88,"2014-09-01"
"2013-11-17",88,"2014-09-04"
"2013-11-17",88,"2014-12-11"
"2013-11-17",88,"2015-05-30"
"2013-11-17",88,"2015-06-19"
"2013-11-17",88,"2015-09-10"
"2013-11-17",89,"2013-05-09"
"2013-11-17",89,"2014-01-14"
"2013-11-17",89,"2014-11-27"
"2013-11-17",89,"2016-01-26"
"2013-11-17",90,"2013-12-03"
"2013-11-17",91,"2013-10-29"
"2013-11-17",91,"2014-08-23"
"2013-11-17",91,"2015-11-16"
"2013-11-17",91,"2016-02-22"
"2013-11-25",92,"2014-05-12"
"2013-11-25",92,"2015-03-20"
"2013-11-25",92,"2015-09-08"
"2013-11-25",92,"2015-11-05"
"2013-11-25",93,"2014-04-09"
"2013-11-25",93,"2014-06-20"
"2013-11-25",93,"2014-06-24"
"2013-11-25",93,"2014-07-08"
"2013-11-25",93,"2014-10-11"
"2013-11-25",93,"2014-12-18"
"2013-11-25",93,"2015-05-26"
"2013-11-25",93,"2016-01-03"
"2013-11-25",94,"2013-06-17"
"2013-11-25",94,"2013-09-19"
"2013-11-25",94,"2014-07-08"
"2013-11-25",94,"2014-09-18"
"2013-11-25",94,"2015-01-15"
"2013-11-25",94,"2015-06-22"
"2013-11-25",94,"2015-09-15"
"2013-11-25",95,"2013-05-30"
"2013-11-25",95,"2014-07-10"
"2013-11-25",95,"2014-07-15"
"2013-11-25",95,"2014-08-06"
"2013-11-25",95,"2014-12-14"
"2013-11-25",95,"2015-05-30"
"2013-11-25",95,"2015-07-09"
"2013-11-25",95,"2015-08-27"
"2013-11-25",95,"2015-11-04"
"2013-11-25",96,"2014-04-14"
"2013-11-25",96,"2015-01-05"
"2013-11-25",96,"2016-01-14"
"2013-12-05",97,"2014-06-16"
"2013-12-05",98,"2014-10-13"
"2013-12-05",98,"2015-11-05"
"2014-04-19",99,"2014-03-10"
"2014-04-19",99,"2015-07-22"
"2014-05-04",100,"2014-09-11"
"2014-05-04",101,"2014-10-30"
"2014-05-04",101,"2015-05-11"
"2014-05-04",101,"2015-06-25"
"2014-05-04",101,"2016-01-09"
"2014-05-04",102,"2014-02-11"
"2014-05-04",102,"2014-10-06"
"2014-05-04",103,"2014-02-22"
"2014-05-04",104,"2014-04-03"
"2014-05-04",104,"2014-06-10"
"2014-05-04",104,"2014-06-15"
"2014-05-04",104,"2014-11-12"
"2014-05-04",104,"2015-06-15"
"2014-05-04",104,"2015-11-04"
"2014-05-04",105,"2015-05-19"
"2014-05-04",106,"2014-06-04"
"2014-05-04",106,"2015-06-02"
"2014-05-04",106,"2015-07-27"
"2014-05-04",107,"2015-08-10"
"2014-05-04",108,"2015-01-27"
"2014-05-04",108,"2015-09-15"
"2014-05-04",109,"2014-04-14"
"2014-05-04",109,"2014-04-14"
"2014-05-04",109,"2014-11-06"
"2014-05-04",109,"2015-01-10"
"2014-05-04",110,"2014-04-02"
"2014-05-04",110,"2014-06-16"
"2014-05-04",110,"2014-09-22"
"2014-05-04",110,"2014-10-22"
"2014-05-04",110,"2014-11-12"
"2014-05-04",110,"2015-01-06"
"2014-05-04",110,"2015-01-27"
"2014-05-04",110,"2015-02-11"
"2014-05-04",110,"2015-02-23"
"2014-05-04",110,"2015-02-26"
"2014-05-04",110,"2015-04-30"
"2014-05-04",110,"2015-10-17"
"2014-05-04",111,"2015-02-21"
"2014-05-04",111,"2015-10-03"
"2014-05-04",111,"2015-11-02"
"2014-05-04",112,"2013-09-05"
"2014-05-04",113,"2013-09-05"
"2014-05-04",113,"2014-07-10"
"2014-05-04",113,"2015-06-09"
"2014-05-04",113,"2015-08-24"
"2014-05-04",113,"2015-11-16"
"2014-05-04",114,"2014-06-16"
"2014-05-04",114,"2014-06-30"
"2014-05-04",114,"2014-09-27"
"2014-05-04",114,"2015-01-10"
"2014-05-04",114,"2015-01-26"
"2014-05-04",114,"2015-02-21"
"2014-05-04",114,"2015-04-13"
"2014-05-04",114,"2015-04-18"
"2014-05-04",114,"2015-10-03"
"2014-05-04",114,"2016-01-11"
"2014-05-04",114,"2016-01-23"
"2014-05-04",114,"2016-03-28"
"2014-05-09",115,"2014-08-26"
"2014-05-09",115,"2016-03-23"
"2014-05-09",116,"2014-02-11"
"2014-05-09",116,"2014-05-12"
"2014-05-09",116,"2014-07-15"
"2014-05-09",117,"2014-06-24"
"2014-05-09",117,"2014-08-11"
"2014-05-09",117,"2014-09-24"
"2014-05-09",117,"2014-11-07"
"2014-05-09",117,"2015-03-06"
"2014-05-09",117,"2015-04-01"
"2014-05-09",117,"2015-05-12"
"2014-05-09",117,"2015-06-22"
"2014-05-09",117,"2015-06-25"
"2014-05-09",117,"2015-10-12"
"2014-05-09",118,"2014-08-21"
"2014-05-09",118,"2015-12-15"
"2014-05-09",119,"2014-04-14"
"2014-05-09",119,"2014-09-22"
"2014-05-09",119,"2015-07-06"
"2014-05-09",120,"2015-06-15"
"2014-05-09",121,"2014-05-12"
"2014-05-09",121,"2014-06-26"
"2014-05-09",121,"2014-07-17"
"2014-05-09",121,"2014-07-23"
"2014-05-09",121,"2014-10-06"
"2014-05-09",121,"2015-01-08"
"2014-05-09",121,"2015-03-06"
"2014-05-09",121,"2015-04-01"
"2014-05-09",121,"2015-05-04"
"2014-05-09",121,"2015-06-17"
"2014-05-09",121,"2015-07-30"
"2014-05-09",121,"2015-10-26"
"2014-05-09",121,"2016-01-19"
"2014-05-09",121,"2016-04-12"
"2014-05-09",122,"2015-06-25"
"2014-05-09",123,"2015-03-26"
"2014-05-09",124,"2015-06-22"
"2014-05-09",125,"2014-05-29"
"2014-05-09",125,"2014-06-16"
"2014-05-09",125,"2014-12-16"
"2014-05-09",125,"2015-02-14"
"2014-05-09",125,"2015-02-21"
"2014-05-09",125,"2015-11-20"
"2014-07-22",126,"2013-04-04"
"2014-07-22",126,"2013-09-27"
"2014-07-22",126,"2014-02-18"
"2014-07-22",127,"2013-07-01"
"2014-07-22",127,"2014-03-17"
"2014-07-22",128,"2014-03-17"
"2014-07-22",128,"2015-04-09"
"2014-07-22",129,"2013-08-28"
"2014-07-22",129,"2014-01-13"
"2014-07-22",129,"2014-08-25"
"2014-07-22",129,"2015-01-13"
"2014-07-22",129,"2015-06-03"
"2014-07-22",129,"2015-08-26"
"2014-07-22",129,"2016-01-14"
"2014-07-22",130,"2013-06-03"
"2014-07-22",130,"2013-08-23"
"2014-07-22",130,"2013-12-03"
"2014-07-22",130,"2014-08-21"
"2014-07-22",130,"2015-06-15"
"2014-07-22",131,"2014-06-04"
"2014-07-22",131,"2014-10-06"
"2014-07-22",131,"2015-01-15"
"2014-07-22",131,"2015-01-31"
"2014-07-22",132,"2013-03-04"
"2014-07-22",132,"2013-04-13"
"2014-07-22",133,"2013-06-03"
"2014-07-22",133,"2013-08-23"
"2014-07-22",133,"2014-01-30"
"2014-07-22",133,"2014-03-17"
"2014-07-22",134,"2013-09-16"
"2014-07-22",135,"2014-07-10"
"2014-07-22",135,"2014-12-14"
"2014-07-22",135,"2015-07-09"
"2014-08-01",136,"2015-01-15"
"2014-08-07",137,"2014-06-10"
"2014-08-07",137,"2014-07-19"
"2014-08-07",137,"2014-07-24"
"2014-08-12",138,"2014-07-24"
"2014-08-12",138,"2015-01-05"
"2014-08-12",139,"2014-06-24"
"2014-08-12",139,"2014-08-06"
"2014-08-12",139,"2015-01-08"
"2014-08-12",139,"2016-01-11"
"2014-08-12",140,"2014-07-08"
"2014-08-12",140,"2015-01-15"
"2014-08-12",141,"2015-01-08"
"2014-08-12",141,"2015-01-15"
"2014-08-12",141,"2015-05-27"
"2014-08-12",142,"2014-08-06"
"2014-08-12",142,"2015-03-06"
"2014-08-12",142,"2015-07-30"
"2014-08-12",142,"2015-09-22"
"2014-08-12",142,"2016-01-19"
"2014-08-12",142,"2016-02-05"
"2014-09-18",143,"2015-01-15"
"2014-09-18",143,"2015-04-09"
"2014-09-18",143,"2015-10-22"
"2014-09-18",144,"2015-02-21"
"2014-09-18",144,"2015-10-03"
"2014-09-18",144,"2016-02-18"
"2014-09-18",144,"2016-05-07"
"2014-09-18",145,"2015-06-02"
"2014-09-18",146,"2014-09-30"
"2014-09-18",146,"2015-01-27"
"2014-09-18",147,"2014-10-06"
"2014-09-18",147,"2015-01-11"
"2014-09-18",147,"2015-03-19"
"2014-09-18",147,"2015-05-19"
"2014-09-18",147,"2015-06-24"
"2014-09-18",148,"2015-04-30"
"2014-09-18",149,"2014-07-19"
"2014-09-18",149,"2014-09-30"
"2014-09-18",149,"2015-05-04"
"2014-09-18",149,"2015-12-15"
"2014-09-18",150,"2015-08-10"
"2014-09-18",151,"2015-01-08"
"2014-09-18",151,"2015-01-29"
"2014-09-18",151,"2015-02-05"
"2014-09-18",151,"2015-07-16"
"2014-09-18",151,"2015-11-19"
"2014-10-03",152,"2015-01-08"
"2014-10-03",153,"2015-04-02"
"2014-10-03",153,"2015-05-11"
"2014-10-03",153,"2015-09-08"
"2014-10-03",153,"2015-11-11"
"2014-10-03",153,"2016-02-22"
"2014-10-03",154,"2012-10-30"
"2014-10-03",154,"2015-01-13"
"2014-10-03",154,"2015-10-12"
"2014-10-03",155,"2014-09-15"
"2014-10-03",155,"2014-12-08"
"2014-10-03",155,"2015-05-27"
"2014-10-03",155,"2015-06-29"
"2014-10-03",155,"2015-09-28"
"2014-10-03",156,"2015-03-10"
"2014-10-03",156,"2015-05-27"
"2014-10-03",156,"2015-11-23"
"2014-10-03",157,"2014-10-13"
"2014-10-03",158,"2015-02-09"
"2014-10-03",158,"2015-07-06"
"2014-10-03",159,"2015-01-05"
"2014-10-03",159,"2015-04-27"
"2014-10-16",160,"2015-04-16"
"2014-10-16",161,"2014-12-15"
"2014-10-16",161,"2015-03-03"
"2014-10-16",161,"2015-10-27"
"2014-10-16",161,"2016-01-06"
"2014-10-16",162,"2014-12-06"
"2014-10-16",162,"2015-02-21"
"2014-10-16",162,"2015-10-03"
"2014-10-16",163,"2014-01-31"
"2014-10-16",163,"2015-04-17"
"2014-10-16",163,"2016-04-14"
"2014-10-16",164,"2014-10-13"
"2014-11-04",165,"2014-10-31"
"2014-11-05",166,"2014-06-24"
"2014-11-05",166,"2014-07-08"
"2014-11-05",166,"2015-01-05"
"2014-11-05",167,"2014-08-12"
"2014-11-05",167,"2015-08-20"
"2014-11-05",168,"2014-06-02"
"2014-11-05",169,"2014-05-08"
"2014-11-05",169,"2014-06-25"
"2014-11-05",169,"2014-07-10"
"2014-11-05",169,"2014-11-24"
"2014-11-05",169,"2015-09-17"
"2014-11-05",169,"2015-12-15"
"2014-11-05",170,"2015-04-16"
"2014-11-05",170,"2015-07-15"
"2014-11-11",171,"2015-04-16"
"2014-11-11",172,"2014-11-05"
"2014-11-11",172,"2016-02-17"
"2014-11-11",173,"2014-10-13"
"2014-11-13",174,"2014-01-07"
"2014-11-13",174,"2014-11-06"
"2014-11-13",174,"2015-05-14"
"2014-11-13",174,"2015-09-10"
"2014-11-13",174,"2016-05-16"
"2014-11-14",175,"2015-01-15"
"2014-11-14",175,"2015-04-09"
"2014-11-14",175,"2015-12-01"
"2014-11-17",176,"2013-04-04"
"2014-11-17",176,"2013-05-16"
"2014-11-17",176,"2013-07-08"
"2014-11-17",176,"2013-08-22"
"2014-11-17",176,"2014-05-08"
"2014-11-17",176,"2014-06-16"
"2014-11-17",176,"2015-01-29"
"2014-11-17",176,"2016-04-11"
"2014-11-20",177,"2014-12-03"
"2014-11-20",177,"2014-12-11"
"2014-11-20",178,"2015-02-25"
"2014-11-20",179,"2014-11-24"
"2014-11-20",179,"2015-01-14"
"2014-11-20",179,"2015-08-26"
"2014-11-20",179,"2016-01-06"
"2014-11-20",179,"2016-01-18"
"2014-11-22",180,"2014-04-14"
"2014-11-22",180,"2014-11-06"
"2014-11-22",180,"2015-01-10"
"2014-11-22",180,"2015-05-12"
"2014-11-22",180,"2016-02-22"
"2014-11-22",180,"2016-03-14"
"2014-11-22",181,"2014-02-03"
"2014-11-22",181,"2016-03-08"
"2014-11-22",182,"2014-08-11"
"2014-11-22",183,"2014-09-27"
"2014-11-22",183,"2015-01-10"
"2014-11-22",183,"2015-02-21"
"2014-11-22",183,"2015-10-03"
"2014-11-22",183,"2016-03-28"
"2014-11-25",184,"2015-01-29"
"2014-11-25",184,"2015-03-05"
"2014-11-25",184,"2015-04-30"
"2014-11-25",184,"2015-07-24"
"2014-11-25",184,"2016-05-17"
"2014-11-27",185,"2015-01-14"
"2014-11-27",185,"2015-09-28"
"2014-11-27",186,"2015-11-30"
"2014-11-27",187,"2013-08-22"
"2014-11-27",187,"2015-01-29"
"2014-11-27",188,"2015-08-24"
"2014-11-27",189,"2014-07-15"
"2014-11-27",189,"2014-10-30"
"2014-11-27",189,"2015-01-31"
"2014-11-27",189,"2015-02-05"
"2014-11-27",189,"2015-05-27"
"2014-11-27",189,"2015-08-06"
"2014-11-27",190,"2015-04-18"
"2014-11-27",190,"2015-05-27"
"2014-11-27",190,"2015-11-19"
"2014-11-27",190,"2016-03-07"
"2014-11-27",191,"2015-03-19"
"2014-11-27",192,"2015-04-16"
"2014-11-27",192,"2016-05-06"
"2014-11-27",193,"2014-09-29"
"2014-11-27",193,"2015-03-18"
"2014-11-27",193,"2015-03-30"
"2014-11-27",193,"2016-03-07"
"2014-11-27",193,"2016-03-23"
"2014-11-27",194,"2014-11-10"
"2014-11-27",194,"2015-12-14"
"2014-11-27",195,"2014-05-19"
"2014-11-27",195,"2014-11-05"
"2014-11-27",195,"2015-01-14"
"2014-11-27",195,"2015-02-25"
"2014-11-27",196,"2015-06-04"
"2014-11-27",197,"2015-04-13"
"2014-11-27",197,"2015-09-23"
"2014-11-27",197,"2015-11-30"
"2014-11-27",198,"2015-01-05"
"2014-11-27",198,"2016-03-15"
"2014-12-08",199,"2015-03-24"
"2014-12-08",199,"2015-05-19"
"2014-12-08",199,"2015-08-19"
"2014-12-08",199,"2015-12-10"
"2014-12-08",200,"2015-04-16"
"2014-12-08",200,"2015-10-12"
"2014-12-08",200,"2016-01-19"
"2014-12-08",200,"2016-04-25"
"2014-12-08",201,"2015-08-26"
"2014-12-08",202,"2015-02-14"
"2014-12-08",202,"2015-03-30"
"2014-12-08",202,"2015-06-22"
"2014-12-08",202,"2016-03-28"
"2014-12-08",202,"2016-05-04"
"2014-12-08",203,"2015-01-27"
"2014-12-08",203,"2015-08-20"
"2014-12-08",203,"2015-09-28"
"2014-12-08",203,"2015-11-05"
"2014-12-08",204,"2015-06-25"
"2014-12-08",205,"2015-01-08"
"2014-12-08",205,"2015-08-24"
"2014-12-08",206,"2015-09-17"
"2014-12-11",207,"2014-08-23"
"2014-12-11",207,"2015-08-20"
"2014-12-11",207,"2015-09-22"
"2014-12-11",208,"2015-05-11"
"2014-12-11",208,"2015-08-13"
"2014-12-11",209,"2015-04-16"
"2014-12-11",210,"2015-02-03"
"2014-12-11",210,"2016-02-02"
"2014-12-11",211,"2015-11-09"
"2014-12-11",212,"2015-06-04"
"2014-12-11",212,"2016-02-22"
"2014-12-11",213,"2015-03-02"
"2014-12-11",213,"2015-04-02"
"2014-12-11",213,"2015-06-24"
"2014-12-11",213,"2015-07-13"
"2014-12-11",213,"2015-09-07"
"2014-12-11",213,"2015-11-05"
"2014-12-11",213,"2016-02-25"
"2014-12-11",214,"2013-07-08"
"2014-12-11",214,"2016-02-22"
"2014-12-13",215,"2015-01-14"
"2014-12-13",215,"2015-06-15"
"2014-12-13",215,"2015-08-26"
"2014-12-23",216,"2015-03-06"
"2014-12-23",216,"2015-06-17"
"2014-12-23",216,"2015-07-16"
"2014-12-23",216,"2016-01-19"
"2014-12-23",217,"2013-05-09"
"2014-12-23",217,"2013-12-03"
"2014-12-23",217,"2014-12-03"
"2014-12-23",217,"2015-02-03"
"2014-12-23",217,"2015-04-16"
"2014-12-23",217,"2015-11-25"
"2014-12-23",217,"2016-02-16"
"2014-12-23",218,"2015-01-15"
"2014-12-23",218,"2015-04-09"
"2014-12-23",219,"2015-06-09"
"2014-12-23",219,"2015-07-23"
"2014-12-23",219,"2015-09-23"
"2014-12-23",220,"2015-11-11"
"2014-12-23",220,"2015-12-15"
"2014-12-23",221,"2015-01-29"
"2014-12-23",221,"2015-04-13"
"2014-12-23",221,"2016-01-28"
"2014-12-23",221,"2016-02-08"
"2014-12-23",221,"2016-02-25"
"2014-12-23",222,"2015-02-21"
"2014-12-23",222,"2016-02-18"
"2014-12-23",222,"2016-05-07"
"2014-12-23",223,"2015-01-05"
"2014-12-23",223,"2015-01-07"
"2014-12-23",223,"2015-08-06"
"2014-12-23",223,"2016-02-04"
"2014-12-23",223,"2016-04-12"
"2014-12-23",223,"2016-05-16"
"2014-12-23",224,"2015-10-05"
"2014-12-23",225,"2015-09-03"
"2014-12-23",226,"2015-08-19"
"2014-12-23",227,"2015-04-01"
"2014-12-23",227,"2015-06-04"
"2014-12-23",227,"2015-06-17"
"2014-12-23",227,"2015-06-23"
"2014-12-23",227,"2015-07-23"
"2014-12-23",227,"2015-08-24"
"2014-12-23",227,"2015-10-21"
"2014-12-23",227,"2016-01-19"
"2014-12-23",227,"2016-02-04"
"2014-12-23",227,"2016-04-28"
"2014-12-23",228,"2014-12-18"
"2014-12-29",229,"2015-01-15"
"2014-12-29",229,"2015-10-22"
"2014-12-29",230,"2015-11-30"
"2015-01-07",231,"2015-04-09"
"2015-01-07",232,"2015-11-16"
"2015-01-07",233,"2015-03-05"
"2015-01-07",233,"2015-09-22"
"2015-01-07",234,"2015-01-15"
"2015-01-07",234,"2015-04-09"
"2015-01-07",234,"2015-06-25"
"2015-01-07",235,"2015-01-27"
"2015-01-07",235,"2015-03-05"
"2015-01-07",235,"2015-04-30"
"2015-01-07",235,"2015-07-24"
"2015-01-07",235,"2015-10-05"
"2015-01-07",235,"2015-10-17"
"2015-01-07",235,"2016-02-02"
"2015-01-07",236,"2015-01-15"
"2015-01-07",236,"2015-06-25"
"2015-01-21",237,"2015-04-15"
"2015-01-21",237,"2015-08-20"
"2015-01-21",237,"2015-11-20"
"2015-01-21",237,"2016-03-07"
"2015-01-21",237,"2016-03-21"
"2015-01-21",238,"2015-04-18"
"2015-01-21",238,"2015-08-13"
"2015-01-21",239,"2015-05-30"
"2015-01-21",240,"2015-06-04"
"2015-01-21",240,"2015-12-14"
"2015-02-03",241,"2015-09-03"
"2015-02-03",242,"2015-04-16"
"2015-02-03",242,"2015-12-14"
"2015-02-03",242,"2016-02-16"
"2015-02-03",242,"2016-03-23"
"2015-02-03",243,"2015-03-23"
"2015-02-03",243,"2016-04-14"
"2015-02-03",244,"2015-02-21"
"2015-02-03",245,"2016-02-22"
"2015-02-03",246,"2015-06-25"
"2015-02-03",247,"2015-05-04"
"2015-02-03",247,"2015-06-19"
"2015-02-03",247,"2015-08-17"
